Email_ID,Email_Text,Sender,Subject,Message_Length,Number_of_Links,Number_of_Special_Characters,Number_of_Capital_Letters,Label
EML00518,"Claim your FREE reward now an exclusive investment opportunity with guaranteed 500% returns in just 7 days. Limited slots available, act fast! Download now: http://get-rich-quick.top/offer Time is running out, claim your reward TODAY.",hr@work-from-home-jobs.top,FINAL NOTICE: Account Suspension,234,1,2,13,Spam
EML00519,"CONGRATULATIONS! You have been selected cheap replica designer handbags shipped worldwide, buy 1 get 3 free, limited stock available today only. Call our toll-free hotline NOW or click http://winner-notification.club/claim Don't miss this once in a",support@bank-security-alert.info,FINAL NOTICE: Account Suspension,248,1,1,21,Spam
EML00520,"Hi Professor, I would like to schedule a call to discuss the recent changes in the project scope. Please let me know your availability this week. Best regards, Meera Pillai",manager@projectteam.org,Meeting Follow-up,172,0,0,7,Ham
EML00521,"Dear Sir/Madam, Your order has been shipped and is expected to arrive within 3-5 business days. Track your shipment using the order ID provided. Looking forward to your reply, Rahul Verma",noreply@shipping-service.com,Weekly Team Meeting Reminder,187,0,0,10,Ham
EML00522,"Dear Sir/Madam, Don't miss our end of season sale, discounts available this week only. Kind regards, Meera Pillai",accounts@finance-services.com,Syllabus for Upcoming Semester,113,0,0,7,Ham
EML00523,"Limited Time Offer just for YOU a special discount of 90% off on luxury watches. Hurry, offer valid only for the next few hours! Confirm here: http://account-alert-update.site/confirm This offer will not be repeated. Act NOW!!!",prizeteam@lottery-winners.win,Limited Time Offer - 90% OFF,227,1,5,13,Spam
EML00524,"Hi John, I hope this email finds you well. I wanted to follow up on the meeting we had last week regarding the project timeline. Sincerely, Suresh Kumar",priya.sharma@company.com,Invoice for Last Month,152,0,0,7,Ham
EML00525,"URGENT: Your account requires immediate action a free trial of our miracle weight loss pills. Lose 10kg in one week, no diet or exercise required! Download now: http://get-rich-quick.top/offer Don't miss this once in a lifetime opportunity!",support@bank-security-alert.info,Exclusive Investment Opportunity,240,1,2,10,Spam
EML00526,"URGENT: Your account requires immediate action an inheritance claim from a distant relative worth $2,500,000. Contact our lawyer immediately with your details. Download now: http://get-rich-quick.top/offer This offer will not be",hr@work-from-home-jobs.top,Your Refund Is Waiting,228,1,1,10,Spam
EML00527,"Hi Team, I am writing to confirm our appointment scheduled for next Monday at 3 PM. Please let me know if this time still works for you. Regards, Meera Pillai",team@workplace.net,Scheduled System Maintenance,158,0,0,10,Ham
EML00528,"Hi Professor, As a valued customer, enjoy 20% off your next purchase with code SAVE20. Thanks and regards,",accounts@finance-services.com,Meeting Follow-up,106,0,1,8,Ham
EML00529,"Hi John, As a valued customer, enjoy 20% off your next purchase with code SAVE20. Warm regards, Priya Sharma",manager@projectteam.org,Invoice for Last Month,108,0,1,10,Ham
EML00530,"Hello Everyone, As a valued customer, enjoy 20% off your next purchase with code SAVE20. Best regards, Priya",admin@office-portal.com,Project Timeline Update,108,0,1,9,Ham
EML00531,"Hi John, The system maintenance is scheduled for this weekend. Services may be temporarily unavailable between 1 AM and 4 AM. Looking forward to your reply, Vikram Singh",professor.rao@college.edu,Invoice for Last Month,169,0,0,11,Ham
EML00532,"URGENT: Your account requires immediate action our records show your subscription is about to expire, please update your payment information soon. Call our toll-free hotline NOW or click http://winner-notification.club/claim This offer will not be repeated. Act NOW!!!",no-reply@free-money-fast.biz,FINAL NOTICE: Account Suspension,268,1,3,16,Spam
EML00533,"Hello Everyone, Thank you for your prompt response. I have updated the document as per your suggestions and shared it in the drive folder. Warm regards, Meera Pillai",noreply@shipping-service.com,Appointment Confirmation,165,0,0,7,Ham
EML00534,"FINAL NOTICE regarding your payment a business proposal that may interest you, kindly review the attached document and share your thoughts. Visit http://free-money-fast.biz/claim to proceed immediately. This offer will not be repeated. Act NOW!!!",no-reply@free-money-fast.biz,FREE iPhone 15 Pro - Claim Now,246,1,3,17,Spam
EML00535,"Good morning, Your order has been shipped and is expected to arrive within 3-5 business days. Track your shipment using the order ID provided. Kind regards, Arjun Menon",rahul.verma@university.edu,Your Order Has Been Shipped,168,0,0,8,Ham
EML00536,"Hello, Could you please share the updated syllabus for the upcoming semester? I would like to prepare my study plan accordingly. Best regards, Karthik Raj",rahul.verma@university.edu,Meeting Follow-up,154,0,0,6,Ham
EML00537,"Limited Time Offer just for YOU a special discount of 90% off on luxury watches. Hurry, offer valid only for  the next few hours! Download now: http://get-rich-quick.top/offer Don't miss this once in a lifetime opportunity!",prizeteam@lottery-winners.win,FREE iPhone 15 Pro - Claim Now,223,1,3,9,Spam
EML00538,"Hi Team, Please find attached the quarterly report for your review. Let me know if you have any questions or need further clarification. Warm regards, Priya Sharma",rahul.verma@university.edu,Project Timeline Update,163,0,0,7,Ham
EML00539,"Dear Customer, Could you please share the updated syllabus for the upcoming semester? I would like to prepare my study plan accordingly. Kind regards, Vikram Singh",priya.sharma@company.com,Meeting Follow-up,163,0,0,7,Ham
EML00540,"Hi Professor, Your order has been shipped and is expected to arrive within 3-5 business days. Track your shipment using the order ID provided. Looking forward to your reply, Meera Pillai",priya.sharma@company.com,Minutes of the Meeting,186,0,0,9,Ham
EML00541,Exclusive deal available for 24 hours only verification that your bank account has been suspended. Click here to verify your details and avoid permanent closure. Follow this link http://secure-bank-verify.info/login to verify.,prizeteam@lottery-winners.win,Claim Your FREE Reward Today,226,1,0,3,Spam
EML00542,"Hello, I am writing to confirm our appointment scheduled for next Monday at 3 PM. Please let me know if this time still works for you. Best regards, Rahul Verma",rahul.verma@university.edu,Project Timeline Update,160,0,0,9,Ham
EML00543,Your package could not be delivered a chance to win a brand new car by simply clicking the link and filling out a short form with your details. Confirm here: http://account-alert-update.site/confirm Hurry! Only a few slots remaining!!!,prizeteam@lottery-winners.win,URGENT: Verify Your Account Now,235,1,4,4,Spam
EML00544,"Dear Customer, The system maintenance is scheduled for this weekend. Services may be temporarily unavailable between 1 AM and 4 AM. Sincerely, Meera Pillai",team@workplace.net,Scheduled System Maintenance,155,0,0,11,Ham
EML00545,"Hi Team, Your subscription renewal is due soon, click here to manage your account. Regards, Meera Pillai",hr@techsolutions.com,Invoice for Last Month,104,0,0,6,Ham
EML00546,"Good morning, Limited seats left for our upcoming webinar, register using the link below. Best regards, Sneha Nair",manager@projectteam.org,Your Order Has Been Shipped,114,0,0,5,Ham
EML00547,"Dear Sir/Madam, I hope this email finds you well. I wanted to follow up on the meeting we had last week regarding the project timeline. Kind regards, Sneha Nair",support@onlinestore.com,Your Order Has Been Shipped,160,0,0,8,Ham
EML00548,"Hello, I am writing to confirm our appointment scheduled for next Monday at 3 PM. Please let me know if this time still works for you. Thank you, Meera Pillai",rahul.verma@university.edu,Quarterly Report Attached,158,0,0,9,Ham
EML00549,"Hi John, This is a reminder that our team meeting is scheduled for tomorrow at 10 AM in the conference room. Please come prepared. Best regards, Arjun Menon",team@workplace.net,Quarterly Report Attached,156,0,0,9,Ham
EML00550,"Exclusive deal available for 24 hours only cheap replica designer handbags shipped worldwide, buy 1 get 3 free, limited stock available today only. Follow this link http://secure-bank-verify.info/login to verify. This offer will not be repeated. Act NOW!!!",deals@discount-mega-sale.club,"You Have WON $1,000,000!!!",256,1,3,7,Spam
EML00551,"Good morning, We have a special offer just for our newsletter subscribers this month. Thanks and regards, Priya Sharma",team@workplace.net,Your Order Has Been Shipped,118,0,0,5,Ham
EML00552,"Your package could not be delivered an exclusive investment opportunity with guaranteed 500% returns in just 7 days. Limited slots available, act fast! Download now: http://get-rich-quick.top/offer 100% guaranteed, no risk involved!",admin@account-verification.site,Claim Your FREE Reward Today,232,1,4,3,Spam
EML00553,"Hi John, Your subscription renewal is due soon, click here to manage your account. Best regards, Suresh Kumar",manager@projectteam.org,Invoice for Last Month,109,0,0,6,Ham
EML00554,Exclusive deal available for 24 hours only a brand new iPhone 15 Pro absolutely free of cost. Click the link below to claim your prize before it expires! Visit http://free-money-fast.biz/claim to proceed immediately.,hr@work-from-home-jobs.top,Work From Home - Earn $5000/Week,216,1,1,5,Spam
EML00555,"Your package could not be delivered a free trial of our miracle weight loss pills. Lose 10kg in one week, no diet or exercise required! Confirm here: http://account-alert-update.site/confirm This offer will not be repeated. Act NOW!!!",deals@discount-mega-sale.club,Work From Home - Earn $5000/Week,234,1,4,8,Spam
EML00556,Limited Time Offer just for YOU your recent order requires additional verification before it can be processed further. Follow this link http://secure-bank-verify.info/login to verify. This offer will not be repeated. Act NOW!!!,winner@international-lottery.org,Your Refund Is Waiting,227,1,3,12,Spam
EML00557,"Hello Everyone, Your order has been shipped and is expected to arrive within 3-5 business days. Track your shipment using the order ID provided. Thanks and regards, Divya Krishnan",hr@techsolutions.com,Meeting Follow-up,179,0,0,9,Ham
